,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,can_book_w/out_host_approval,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,days_avaialable_next_365days,house_rules,license #,last review 
4283,3366837,Charming Bedroom in renovated Apart,76362108972,0.0,Chriis,Manhattan,East Harlem,40.78833,-73.94888,United States,US,True,flexible,Private room,2019.0,659.0,132.0,1.0,0.0,,,4.0,1.0,306.0,"WHEN BOOKING, PLEASE PROVIDE THE FOLLOWING IN YOUR MESSAGE to me:  - 1. Total number of guests (adults, children, babies)? Are there any elderly or children under 18? If so, what are their ages?  - 2. Arrival Date AND Time of Check In? (Check In between 2 pm and 9 pm with some leniency)  - 3. Departure Date (Check out before 12 pm/noon ideally)  - 4. Please tell me a little about yourselves and the purpose of your trip. - 5. What Other Needs or Special Requests or Extra Options (please read below for additional options and possible related additional fees).  ------  PLEASE NOTE THE FOLLOWING BEFORE REQUESTING A BOOKING:  * I will reply as soon as possible to let you know if my apartment will be available for ALL your needs.  - 1. We are happy to host Friendly, Neat, Low-Maintainence Adults & Well-Behaved Children.  ---- All cookware and utensils in the kitchen are at your disposal, but please ask about food before eating as this is my home and I may be saving something. There will be w",,
4295,3373465,☀️Sunny Central Park North☀️,73291676651,0.0,Chad,Manhattan,Harlem,40.80005,-73.95212,United States,US,False,flexible,Private room,2019.0,165.0,33.0,3.0,104.0,6/23/2019,1.65,4.0,1.0,21.0,,,2019-06-23
4391,3426485,Spacious Junior 1BR Apt in USQ/Flatiron,94177329240,1.0,Allie,Manhattan,Chelsea,40.73726,-73.99399,United States,US,False,flexible,Private room,2021.0,167.0,33.0,1.0,34.0,7/1/2019,0.68,5.0,1.0,103.0,,,2019-07-01
4398,3430351,"Priv Room in Artists UES Apt, Central Park & Train",92540576370,1.0,Alesandra,Manhattan,East Harlem,40.79285,-73.94482,United States,US,False,flexible,Private room,2015.0,691.0,138.0,1.0,270.0,6/17/2019,4.5,4.0,1.0,201.0,"No street shoes in the house, please, but especially not in the bedrooms. Kitchen privileges vary and can be negotiated with length of stay but for shorter stays the kitchen can be used for food storage, occasional light meal prep, eating, and tea and snacks. Check-in and check-out times are flexible all days except Sunday where check-out is by 11 a.m.   Smokers are welcome to smoke outside.",,2019-06-17
4460,3464594,Fully Furnished Luk Room including Air Conditiner!,97915682327,0.0,Gen,Manhattan,Washington Heights,40.83568,-73.94457,United States,US,False,flexible,Private room,2012.0,730.0,146.0,31.0,2.0,6/16/2019,0.15,5.0,6.0,295.0,"Shoes off apartment (slippers available to guests) No smoking of any substance on the property Respectful Friendly Quiet Leave things as they were found, clean after yourself  No dishes left in the sink  Please use green cups, bowls, utensils and plates and  Store dry foods in 2nd tall pantry cabinet for your personal food storage and store food in the fridge on the 2nd row Guests may not have additional guests without clearing them with me first",,2019-06-16
4487,3479506,Times Square Unique Studio,53416302673,0.0,Samira,Manhattan,Hell's Kitchen,40.75771,-73.99407,United States,US,False,flexible,Private room,2012.0,525.0,105.0,1.0,257.0,6/13/2019,4.2,5.0,1.0,192.0,,,2019-06-13
4595,3539155,A single room  that converts  with bathroom,62961939237,0.0,Anthony,Manhattan,Midtown,40.76429,-73.98043,United States,US,True,flexible,Private room,2003.0,773.0,155.0,7.0,17.0,7/1/2019,0.29,5.0,3.0,14.0,"I expect my home to be treated as any mature adult would treat the home of a respected friend or family member. While the space is to be enjoyed-- there are artworks, antiques, books, electronics and more that need be viewed/handled thoughtfully (i.e. use a coaster when putting a glass on wood tables, etc.) The fireplace, outdoor grill, and washer/dryer are not to be used.  There is no smoking allowed (this includes on the back deck).  Any special check-in and check-out times should be discussed with host. All efforts will be made to accommodate visitor travel schedules.",,2019-07-01
4605,3544678,SOHO Studio Best Location,304872816,1.0,Carl,Manhattan,Nolita,40.72243,-73.99655,United States,US,True,flexible,Private room,2017.0,620.0,124.0,6.0,3.0,7/11/2015,0.05,5.0,1.0,209.0,"Act like you own the place... which is to say, make yourself at home but also treat it like you would if you owned it. This is our home so we trust and hope that you will treat it like yours.",,2015-07-11
4787,3645196,Panoramic view of Upper Manhattan!,87378533561,0.0,Ivan,Manhattan,Washington Heights,40.83367,-73.94298,United States,US,True,flexible,Private room,2003.0,636.0,127.0,3.0,18.0,5/4/2019,0.29,4.0,4.0,78.0,No smoking!  Please be respectful of our neighbors and keep noise to a minimum.  Voices and music outside carry far.,,2019-05-04
4912,3714234,Beautiful Room in Park-Side Apt,62583793750,1.0,Marissa,Manhattan,Inwood,40.86176,-73.93082,United States,US,True,flexible,Private room,2015.0,631.0,126.0,2.0,50.0,5/21/2017,0.83,4.0,1.0,309.0,The apartment is non-smoking and pets are not allowed.,,2017-05-21
4929,3723623,Ensuite in Duplex Brownstone with Private Terrace!,21549848071,1.0,Andrew,Manhattan,Harlem,40.82435,-73.94507,United States,US,False,flexible,Private room,2012.0,283.0,57.0,2.0,28.0,4/26/2019,0.82,5.0,2.0,153.0,,,2019-04-26
4940,3729698,Sunny room in East Village!,72314837871,1.0,Kent,Manhattan,East Village,40.72673,-73.98004,United States,US,True,flexible,Private room,2021.0,226.0,45.0,1.0,191.0,5/27/2019,3.17,5.0,1.0,217.0,Please clean up after yourselves when leaving.  Minimal noise is appreciated given the close neighbors. Thanks!,,2019-05-27
4954,3737430,"Bright, big, BEAUTIFUL room in renovated apt",92801255805,0.0,Robert,Manhattan,Harlem,40.81813,-73.9398,United States,US,False,flexible,Private room,2005.0,287.0,57.0,5.0,5.0,6/30/2018,0.1,5.0,1.0,101.0,,,2018-06-30
5040,3784928,Private bedroom apartment 4B/2,54809265360,1.0,Veronique Camille,Manhattan,East Harlem,40.7942,-73.94136,United States,US,False,flexible,Private room,2020.0,252.0,50.0,21.0,2.0,7/4/2017,0.04,4.0,8.0,352.0,Please be respectful of other building residents - keeping evening noise to a minimum.,,2017-07-04
5070,3801497,Sunny room in Alphabet City,35761514788,1.0,Andra,Manhattan,East Village,40.72135,-73.98,United States,US,False,flexible,Private room,2011.0,217.0,43.0,5.0,12.0,9/6/2016,0.2,4.0,1.0,424.0,No Smoking Indoors,,2016-09-06
5139,3839606,Your NYC home in the Upper East Side!,80338476797,0.0,Jime,Manhattan,Upper East Side,40.77579,-73.9557,United States,US,True,flexible,Private room,2016.0,476.0,95.0,3.0,61.0,5/29/2019,1.01,5.0,5.0,14.0,#NAME?,,2019-05-29
5167,3855070,Manhattan Apartment- low rate,28259399059,0.0,Jasmine,Manhattan,Harlem,40.80257,-73.9548,United States,US,False,flexible,Private room,2016.0,262.0,52.0,1.0,0.0,,,5.0,1.0,245.0,"4 nights minimum stay, no smoking or pets.",,
5201,3873848,Central Park West & Columbia U: Comfy Private Room,68453877856,1.0,Ms. Yvonne,Manhattan,Morningside Heights,40.80645,-73.95804,United States,US,True,flexible,Private room,2016.0,227.0,45.0,5.0,25.0,1/2/2019,0.44,5.0,1.0,90.0,,,2019-01-02
5449,4010819,Huge space and MILLION DOLLAR VIEWs,52443983965,1.0,Kevin,Manhattan,Theater District,40.75848,-73.98414,United States,US,True,flexible,Private room,2013.0,528.0,106.0,4.0,177.0,6/21/2019,3.01,4.0,1.0,342.0,No Smoking No Pets,,2019-06-21
5630,4110785,A room with a window,55611779096,1.0,Alexa,Manhattan,East Village,40.73131,-73.98321,United States,US,True,flexible,Private room,2019.0,725.0,145.0,2.0,0.0,,,4.0,1.0,280.0,Keep the apartment clean and damage free please.,,
5664,4129563,Sunny Bedroom in quirky apartment,91121638678,1.0,Elizabeth,Manhattan,Murray Hill,40.74713,-73.98075,United States,US,False,flexible,Private room,2003.0,54.0,11.0,2.0,8.0,6/7/2019,0.43,4.0,1.0,30.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected.  There is no smoking allowed in the apartments and significant fees will take place if occurs. ",,2019-06-07
5703,4151103,Location is Everything. And Quiet Too!,89306310617,1.0,Niko,Manhattan,Hell's Kitchen,40.76444,-73.98965,United States,US,True,flexible,Private room,2021.0,92.0,18.0,1.0,394.0,6/30/2019,6.79,4.0,1.0,238.0,"No smoking, pets or parties.",,2019-06-30
5854,4234500,Private bedroom in Hell's Kitchen,89503183578,0.0,Joseph  &  Hector,Manhattan,Upper West Side,40.76845,-73.9832,United States,US,False,flexible,Private room,2016.0,257.0,51.0,3.0,126.0,7/1/2019,2.92,5.0,1.0,179.0,#NAME?,,2019-07-01
5940,4281998,Room For Rent,98327171500,0.0,Cynthia,Manhattan,Harlem,40.80733,-73.95642,United States,US,True,flexible,Private room,2003.0,255.0,51.0,7.0,3.0,7/6/2019,0.22,5.0,2.0,40.0,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",,2019-07-06
5948,4286416,Private Room for Rent,8057718627,0.0,Michael,Manhattan,East Harlem,40.79008,-73.94766,United States,US,True,flexible,Private room,,483.0,97.0,4.0,1.0,11/27/2015,0.02,4.0,1.0,392.0,Not too loud. No 'house rules' necessary as long as general nice manners are followed.,,2015-11-27
6032,4332810,New year in New York City,57659323838,1.0,Howard,Manhattan,Midtown,40.76564,-73.98013,United States,US,True,flexible,Private room,2016.0,609.0,122.0,7.0,1.0,1/2/2015,0.02,4.0,3.0,71.0,"No shoes in the apartment, please",,2015-01-02
6128,4385830,Warm and Cozy Room in Harlem,80040872649,0.0,Fallon,Manhattan,Harlem,40.80743,-73.94256,United States,US,True,flexible,Private room,2015.0,493.0,99.0,3.0,211.0,7/5/2019,3.72,4.0,1.0,392.0,"Regular tenant requirements, no noise, do not disturb neighbors.",,2019-07-05
6129,4386383,King size bed -Private bdrm,33246752184,1.0,Niraj,Manhattan,Gramercy,40.7373,-73.98392,United States,US,False,flexible,Private room,2013.0,692.0,138.0,1.0,4.0,9/16/2015,0.08,5.0,1.0,51.0,,,2015-09-16
6183,4416207,"SPACIOUS,  2 bedrooms, sleeps 4, private bath",26446993025,0.0,Victoria,Manhattan,Inwood,40.86644,-73.92677,United States,US,False,flexible,Private room,2020.0,353.0,71.0,3.0,18.0,10/29/2018,0.35,4.0,2.0,123.0,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",,2018-10-29
6226,4439956,Greenwich/West Village Private Room,89437607454,0.0,Courtney,Manhattan,West Village,40.73033,-74.00284,United States,US,True,flexible,Private room,2020.0,67.0,13.0,1.0,0.0,,,5.0,2.0,139.0,"According to general house rules: no smoking, pets are not allowed in the complex. ",,
6238,4446583,Private Room in Spacious Uptown Apt,24634560613,1.0,Janine Renee,Manhattan,Harlem,40.82083,-73.95436,United States,US,True,flexible,Private room,2018.0,393.0,79.0,7.0,15.0,6/11/2019,0.27,4.0,1.0,316.0,"We expect our guests to be respectful of our space, belongings and neighbors. Check out time is 11am and Check in time is 3pm.",,2019-06-11
6368,4518382,"Small, Cozy, Clean and Modern private room!",7866333032,1.0,Andrey,Manhattan,Harlem,40.8257,-73.93786,United States,US,False,flexible,Private room,2007.0,406.0,81.0,1.0,40.0,6/25/2019,2.88,4.0,1.0,323.0,"- I like to keep a quiet house. Please keep all noise low, especially in the morning and late at night. - Please take your shoes off before entering the apartment. - Always bolt the apartment door when entering or exiting. - If I am away when you check out, please put the keys in the lockbox and remember to set the code to 0000. - I don't charge for cleaning or extra people. Kindly return the favor by keeping the place clean. - No smoking indoors. - You may make use of food and beverages only if they are explicitly shared. If you have any questions, please ask.",,2019-06-25
6403,4537713,"""The Green Room"": Harlem Brownstone",76268581387,1.0,Jason & Agnes,Manhattan,Harlem,40.81995,-73.94607,United States,US,False,flexible,Private room,2018.0,312.0,62.0,3.0,122.0,6/29/2019,2.19,4.0,2.0,378.0,"Check-in is 2:00 pm, and checkout 11:00 am (the bedrooms please, you leave your bags to pick up later or bring them early). After reservation please send me your arrival and departure time for logistics Help yourself morning coffee or tea with a toast  (website hidden) shoes to the second floor  2.Keep the volume low before 8am and after 10pm 3.Close the doors gently (website hidden) shower after  11pm (website hidden) Laundry after  before 9am and after 8pm 6.Keep the kitchen and  bathroom in decent condition after you 7.Close the shower curtain well (important) (website hidden) water around the sink (under the sink there is a sponge you can use it to dry) 9.Turn off the light when you leave the room 10.Trash out from the room  BLUE BOX recycling  11.Leave the key in the room THANK YOU PS: sorry, I need to be more strict about leaving the bathroom, kitchen neat, and lights. If you leave the lights on and the bathroom is water on the floor or around the sink, the security deposit will ",,2019-06-29
6575,4632709,Comfy large room in Wash Heights,8282855835,1.0,Nathan,Manhattan,Washington Heights,40.83779,-73.94328,United States,US,False,flexible,Private room,2019.0,457.0,91.0,2.0,248.0,7/5/2019,4.65,4.0,1.0,303.0,"Please, no smoking inside the building or on the porches.  Due to sensitivities, we ask that you not use perfume, cologne, or aerosol products in the house. No parties. No illegal drug use.  We are an eco-friendly family and appreciate your help in recycling (bin in the kitchen) and turning off lights, fans, etc. when not in use.  Please lock all doors of the building behind you.",,2019-07-05
6588,4639888,Large queen size bedroom in huge loft apt,20153172586,0.0,Angie,Manhattan,East Harlem,40.79796,-73.93856,United States,US,False,flexible,Private room,2011.0,407.0,81.0,2.0,15.0,6/29/2019,0.33,5.0,2.0,279.0,,,2019-06-29
6943,4835955,a cozy room in manhattan!,60227398378,1.0,Umut&Deniz,Manhattan,Lower East Side,40.71904,-73.98962,United States,US,False,flexible,Private room,2010.0,590.0,118.0,2.0,80.0,6/24/2019,1.49,4.0,5.0,286.0,,,2019-06-24
6975,4853629,"Enjoy Central Park,",2997573748,1.0,Yas,Manhattan,Upper East Side,40.77595,-73.95573,United States,US,False,flexible,Private room,2005.0,316.0,63.0,3.0,28.0,5/22/2019,0.55,5.0,2.0,306.0,"Please note that we are a no smoking environment, and pets are only accepted in certain room types that have direct access to the outside. Please call ahead to make arrangements. ",,2019-05-22
